States,ID,Year,ID+Year,Previous,Next,Sucide_number,Sucide_Rate,Sucide_Age_adjected_rate,Past_Oriented,Future_Oriented,GSP,percapitapersonalincome,population,populationgrowthrate,unemploymentrate,Atkinson Index,Gini_Coefficient,Relative Mean Deviation,Theil Index,Top 10%,Top 1%,co2,so2,nox,presidential_election,q_climate_change,q_global_warming,q_recycling,q_disposable,nuclear_ratio,coal_ratio,geothermal_ratio,hydroelectricconventional_ratio,naturalgas_ratio,solarthermalandphotovoltaic_rati,wind_ratio,petroleum_ratio,otherbiomass_ratio,other_ratio,othergases_ratio,pumpedstorage_ratio,woodandwoodderivedfuels_ratio,electricityprice
Arkansas,4,2007,42007,76,76,402,14.2,14.3,1,1,103592,31189,2.80E+06,0.96,2.8,0.266069531,0.66840589,0.839740574,0.714082956,0.449600548,0.238972425,3.00E+07,81906,41004,1,0,49,51,0,0.283648,0.471538,0,0.059285,0.153202,0,0,0.001725,0.000787,0.00032,0,0.000542,0.028954,6.96
California,5,2007,52007,86,95,3602,9.9,9.8,0.905263158,1.104651163,1.90E+06,43152,3.60E+07,0.69,2.9,0.348833799,0.629638791,0.927310407,1.134904385,0.511638582,0.221367836,6.30E+07,22820,88568,0,31,57,79,87,0.169755,0.0109,0.061612,0.129609,0.54874,0.002642,0.026488,0.011069,0.010933,0.001999,0.008623,0.001469,0.016161,12.8
Colorado,6,2007,62007,83,79,811,16.7,16.4,1.050632911,0.951807229,244349,42174,4.80E+06,1.88,3,0.322397947,0.589080453,0.869165063,0.993244112,0.47443226,0.2145724,4.40E+07,58837,66628,1,49,60,78,84,0,0.666619,0,0.032083,0.278512,0.000041,0.023958,0.000528,0.000577,0.000764,0.000035,-0.003118,0,7.76
Connecticut,7,2007,72007,82,78,271,7.7,7.4,1.051282051,0.951219512,236036,55616,3.50E+06,0.1,3,0.408327371,0.627086878,0.971590102,1.474245787,0.557335079,0.222076222,1.00E+07,5259,8475,0,34,60,52,94,0.493987,0.11271,0,0.010951,0.299343,0,0,0.03953,0.021952,0.021874,0.000066,-0.000463,0.00005,16.45
Delaware,8,2007,82007,88,76,95,11,10.7,1.157894737,0.863636364,56381,40950,864896,1.39,3.1,0.29554826,0.561018348,0.819384694,0.845340431,0.441536367,0.21357289,7.30E+06,33667,12854,0,0,61,60,0,0,0.658743,0,0,0.222867,0,0,0.028255,0.005638,0,0.084496,0,0,11.35
District of Columbia,9,2007,92007,100,100,36,6.1,5.8,1,1,96625,64230,586409,0.42,3.1,0.388741195,0.603478134,0.938046694,1.357295036,0.53930366,0.208403051,86026,173,183,0,87,51,59,91,0,0,0,0,0,0,0,1,0,0,0,0,0,11.79
Florida,10,2007,102007,80,85,2587,14.2,13.3,0.941176471,1.0625,773521,39819,1.80E+07,1.05,3.4,0.36032787,0.685729921,0.957408726,1.241575003,0.552199483,0.273180336,1.30E+08,322483,202849,1,21,47,47,88,0.129934,0.301257,0,0.000685,0.444987,0,0,0.089625,0.010527,0.014356,0.000067,0,0.008561,10.33
Georgia,11,2007,112007,78,82,997,10.4,10.7,0.951219512,1.051282051,409935,35546,9.50E+06,2.18,3.4,0.305350393,0.637666821,0.883881152,0.902454376,0.483684421,0.226835802,9.60E+07,681923,125027,1,19,41,66,85,0.224208,0.622076,0,0.015406,0.110771,0,0,0.00543,0.000367,0.000796,0,-0.002216,0.023162,7.86
Hawaii,12,2007,122007,91,87,133,10.4,9.7,1.045977011,0.956043956,64793,40046,1.30E+06,0.1,3.4,0.276442409,0.57059741,0.807612538,0.745507181,0.43108058,0.214374378,9.00E+06,21982,23063,0,29,53,84,0,0,0.136901,0.019932,0.008007,0,0,0.020652,0.772907,0.024735,0.012945,0.003921,0,0,21.29
Idaho,13,2007,132007,79,74,223,14.9,15.1,1.067567568,0.936708861,54921,33057,1.50E+06,2.38,3.5,0.286729395,0.643379271,0.862281322,0.830357254,0.464862674,0.245098546,1.30E+06,6721,3695,1,0,61,65,0,0,0.007277,0,0.785582,0.144309,0,0.015,0.000012,0,0.005973,0,0,0.041848,5.07
Illinois,14,2007,142007,90,83,1108,8.6,8.5,1.084337349,0.922222222,646172,42260,1.30E+07,0.48,3.5,0.334676534,0.614806831,0.895103097,1.071865797,0.497643113,0.230429009,1.10E+08,302135,119902,0,23,53,66,92,0.478021,0.475705,0,0.000768,0.037659,0,0.003318,0.000657,0.003098,0.000105,0.00067,0,0,8.46
Indiana,15,2007,152007,80,77,790,12.5,12.4,1.038961039,0.9625,271176,34006,6.30E+06,0.7,3.5,0.263779879,0.596302688,0.815145969,0.686621904,0.425789267,0.220490202,1.20E+08,661894,194872,1,26,57,69,75,0,0.940024,0,0.003444,0.030709,0,0,0.001301,0.00177,0.002914,0.019837,0,0,6.5
Iowa,16,2007,162007,87,77,322,10.8,10.6,1.12987013,0.885057471,136818,36850,3.00E+06,0.48,3.70E+00,0.258442491,0.569580913,0.789972425,0.659214079,0.412809372,0.212543488,4.50E+07,135643,58231,0,28,66,60,0,0.09076,0.762928,0,0.019328,0.062079,0,0.055367,0.006265,0.003034,0.000238,0,0,3.20E-07,6.83
Kansas,17,2007,172007,79,73,382,13.8,13.7,1.082191781,0.924050633,120642,37973,2.80E+06,0.72,3.8,0.289896071,0.598833025,0.841415405,0.825989664,0.453588843,0.224436671,4.00E+07,105043,64355,1,21,50,66,0,0.206877,0.723238,0,0.00021,0.042548,0,0.022995,0.004133,0,0,0,0,0,6.84
Kentucky,18,2007,182007,78,77,649,15.3,15.1,1.012987013,0.987179487,155495,31710,4.30E+06,0.87,3.8,0.261647195,0.633082569,0.827069342,0.681523442,0.434567571,0.226696566,9.30E+07,348033,160819,1,23,63,59,81,0,0.930653,0,0.017162,0.018476,0,0,0.02871,0.000981,0.000161,0.000049,0,0.003808,5.84
Louisiana,19,2007,192007,79,89,522,12.2,12.2,0.887640449,1.126582278,209013,35816,4.40E+06,3.2,3.8,0.305096358,0.675528169,0.901986837,0.922453284,0.493168712,0.250728309,5.50E+07,105086,87517,1,16,37,41,91,0.184466,0.248991,0,0.008929,0.474355,0,0,0.024311,0.00088,0.007198,0.019562,0,0.031307,8.39
Maine,20,2007,202007,72,64,191,14.5,13.7,1.125,0.888888889,49370,35513,1.30E+06,0.18,3.9,0.258177459,0.603197157,0.803600013,0.659857929,0.423324734,0.217230916,5.60E+06,21242,10185,0,62,77,61,0,0,0.023286,0,0.231773,0.413837,0,0.006143,0.050741,0.016142,0.019523,0,0,0.238556,14.59
Maryland,21,2007,212007,89,91,518,9.2,9,0.978021978,1.02247191,291347,48254,5.60E+06,0.39,4,0.313064814,0.548097908,0.835277319,0.923017263,0.440186799,0.191689879,3.20E+07,266695,54520,0,39,49,67,89,0.285932,0.591642,0,0.032914,0.044642,0,0,0.019619,0.007976,0.005708,0.007521,0,0.004046,11.5
Massachusetts,22,2007,222007,85,83,516,8,7.6,1.024096386,0.976470588,379868,50229,6.50E+06,0.51,4.1,0.356125146,0.596280456,0.904493034,1.176667809,0.500214517,0.211418688,2.60E+07,51127,19951,0,41,51,63,94,0.108756,0.255424,0,0.01694,0.529464,0,0,0.064823,0.023814,0.01589,0,-0.017643,0.002531,15.16
Michigan,23,2007,232007,86,80,1131,11.2,11,1.075,0.930232558,401866,34853,1.00E+07,-0.31,4.1,0.272310078,0.606899559,0.844205201,0.719118953,0.437030852,0.215326399,8.00E+07,353356,117456,0,25,62,62,84,0.26416,0.593501,0,0.010644,0.110142,0,0.000023,0.005855,0.00605,0.002539,0.002367,-0.009465,0.014183,8.53
Minnesota,24,2007,242007,82,79,572,11,10.8,1.037974684,0.963414634,259409,41596,5.20E+06,0.83,4.2,0.299484402,0.575563908,0.835726082,0.873236597,0.451719344,0.213191226,3.80E+07,88947,84349,0,30,67,94,94,0.240521,0.590891,0,0.012002,0.070533,0,0.048438,0.007427,0.010396,0.005964,0.000474,0,0.013353,7.44
Mississippi,25,2007,252007,80,72,396,13.6,13.8,1.111111111,0.9,92067,29501,2.90E+06,0.85,4.3,0.259987682,0.708843112,0.847957015,0.684177637,0.455519021,0.243203729,2.80E+07,74720,48848,1,0,38,40,0,0.187012,0.347843,0,0,0.426331,0,0,0.00798,0.0001,0.000147,0.000846,0,0.029741,8.03
Missouri,26,2007,262007,83,82,808,13.7,13.5,1.012195122,0.987951807,241865,35841,5.90E+06,0.82,4.40E+00,0.286261559,0.624767482,0.851574957,0.815636456,0.458608449,0.23671189,7.80E+07,257766,99657,1,21,45,66,89,0.102816,0.823715,0,0.013212,0.054627,0,0,0.000663,0.00032,0.000402,0.000037,0.004207,1.30E-06,6.56
Montana,27,2007,272007,78,68,196,20.5,19.4,1.147058824,0.871794872,35850,33360,957225,1.16,4.4,0.27080363,0.660270452,0.85658741,0.737262011,0.452666432,0.233756393,2.00E+07,24334,40023,1,67,74,70,0,0,0.634491,0,0.323673,0.003663,0,0.017136,0.016545,0,0,0.000657,0,0.003835,7.13
Nebraska,28,2007,282007,82,73,181,10.2,10.2,1.123287671,0.890243902,82506,38458,1.80E+06,0.54,4.5,0.28423962,0.604221225,0.833852172,0.811106861,0.448829412,0.238524139,2.10E+07,62883,39181,1,0,46,66,0,0.34034,0.605064,0,0.010709,0.034215,0,0.006681,0.001102,0.001888,0,0,0,0,6.28
Nevada,29,2007,292007,79,74,471,18.4,18.3,1.067567568,0.936708861,132198,40837,2.60E+06,2.98,4.6,0.357403904,0.631760657,0.908547878,1.232050776,0.526980221,0.278539896,1.70E+07,7773,29037,1,18,48,56,0,0,0.217048,0.038344,0.061316,0.681465,0.001346,0,0.00035,0,0,0.00013,0,0,9.99
New Hampshire,30,2007,302007,76,70,158,12,11.1,1.085714286,0.921052632,59768,43384,1.30E+06,0.42,4.6,0.301088631,0.564984679,0.834547639,0.873982489,0.444615215,0.208791196,6.90E+06,39094,6632,0,57,74,60,0,0.462422,0.168724,0,0.054355,0.247196,0,0,0.016531,0.006565,0.002516,0,0,0.041691,13.98
New Jersey,31,2007,312007,85,86,596,6.9,6.7,0.988372093,1.011764706,489217,50595,8.60E+06,0.14,4.6,0.348590523,0.590565026,0.902974963,1.119586825,0.485090494,0.195052102,2.10E+07,46393,21269,0,22,54,60,85,0.510767,0.162924,0,0.000334,0.299217,0,0.000326,0.007225,0.013135,0.007803,0.002562,-0.004291,0,13.01
New Mexico,32,2007,322007,82,72,401,20.4,20.4,1.138888889,0.87804878,80753,31980,2.00E+06,1.34,4.6,0.27002579,0.654836416,0.853070974,0.715803683,0.453147918,0.226627812,3.20E+07,24192,65846,0,40,67,54,0,0,0.76708,0,0.007447,0.185076,0,0.038717,0.001236,0.000444,0,0,0,0,7.44
New York,33,2007,332007,92,90,1396,7.2,7,1.022222222,0.97826087,1.10E+06,48372,1.90E+07,0.34,4.6,0.395271301,0.661371648,0.978454351,1.421339989,0.568965256,0.258929312,5.40E+07,123470,60419,0,36,60,48,95,0.291015,0.146735,0,0.173107,0.312819,0,0.005713,0.056178,0.009935,0.006391,0,-0.005267,0.003374,15.22
North Carolina,34,2007,342007,78,80,1077,11.9,11.7,0.975,1.025641026,397609,35076,9.10E+06,2.22,4.7,0.288340181,0.617799461,0.849933386,0.810522139,0.461023539,0.220929623,7.90E+07,365242,60636,1,25,48,56,84,0.307763,0.614709,0,0.022935,0.034251,0,0,0.00381,0.000667,0.002627,0,0.001053,0.012184,7.83
North Dakota,35,2007,352007,88,76,95,14.9,14.4,1.157894737,0.863636364,28932,36164,638202,0.22,4.7,0.26935482,0.602342546,0.818853259,0.728793621,0.43204847,0.225756928,3.20E+07,125277,66161,1,0,66,53,0,0,0.934008,0,0.041807,0.000531,0,0.019881,0.001628,0.000433,0.000031,0.001682,0,0,6.42
Ohio,36,2007,362007,84,81,1295,11.3,11,1.037037037,0.964285714,489937,35604,1.20E+07,0.25,4.7,0.269276679,0.588658631,0.803420424,0.721283138,0.43072781,0.222846225,1.30E+08,957943,227035,1,21,53,65,78,0.101602,0.858047,0,0.002645,0.025619,0,0.000095,0.007397,0.000135,0.000021,0.001864,0,0.002574,7.91
Oklahoma,37,2007,372007,77,71,531,14.7,14.7,1.084507042,0.922077922,147626,34648,3.60E+06,1.06,4.8,0.303077817,0.644816101,0.869696558,0.925178766,0.480876833,0.258664995,5.20E+07,104337,77858,1,17,42,46,0,0,0.472925,0,0.042102,0.455154,0,0.025394,0.002204,0.000051,0.000347,0.000309,-0.002277,0.003792,7.29
Oregon,38,2007,382007,78,70,594,15.9,15.2,1.114285714,0.897435897,170656,35818,3.70E+06,1.51,4.8,0.281760246,0.5955019,0.834110439,0.774042487,0.446318716,0.21362628,1.10E+07,16142,17448,0,46,59,100,84,0,0.079009,0,0.609818,0.269758,0,0.022641,0.000259,0.002519,0.000699,0,0,0.015298,7.02
Pennsylvania,39,2007,392007,83,83,1441,11.6,11.2,1,1,558333,39904,1.30E+07,0.41,4.8,0.299063891,0.609021902,0.856979907,0.875151336,0.466322422,0.22530973,1.30E+08,888595,183409,0,25,57,64,97,0.342239,0.542678,0,0.00989,0.084912,0,0.002079,0.006564,0.006443,0.003291,0.002362,-0.003197,0.00274,9.08
Rhode Island,40,2007,402007,80,73,96,9.1,8.7,1.095890411,0.9125,47450,40819,1.10E+06,-0.49,5,0.293030918,0.59310168,0.845001578,0.829558611,0.451841384,0.216065243,3.00E+06,695,2956,0,29,58,63,0,0,0,0,0.000619,0.972613,0,0,0.004816,0.021952,0,0,0,0,13.12
South Carolina,41,2007,412007,78,80,530,12,11.7,0.975,1.025641026,160038,32357,4.40E+06,1.95,5.1,0.276277184,0.640161574,0.845310688,0.754102647,0.454376578,0.22944504,4.30E+07,173186,46497,1,19,46,54,91,0.514495,0.402145,0,0.015047,0.057683,0,0,0.002101,0.000973,0.000932,1.50E-07,-0.011708,0.018331,7.18
South Dakota,42,2007,422007,80,76,102,12.8,12.5,1.052631579,0.95,35357,3.72E+04,797035,1.08,5.2,0.288220644,0.638976276,0.854802787,0.846165061,0.463122725,0.248563305,3.10E+06,8922,9810,1,0,59,49,0,0,0.432704,0,0.47539,0.057205,0,0.024446,0.01025,0,4.20E-06,0,0,0,6.89
Tennessee,43,2007,432007,78,77,844,13.7,13.3,1.012987013,0.987179487,243714,34181,6.20E+06,1.37,5.2,0.29350695,0.646744549,0.863068759,0.862059295,0.474228859,0.244377181,6.20E+07,246776,98331,1,18,44,59,84,0.301749,0.633321,0,0.051934,0.007589,0,0.000525,0.00244,0.000552,0.000026,0.000142,-0.007406,0.009127,7.07
Texas,44,2007,442007,83,82,2433,10.2,10.4,1.012195122,0.987951807,1.20E+06,36863,2.40E+07,2.01,5.3,0.339509398,0.645742357,0.915150166,1.103494644,0.516867757,0.245287001,2.60E+08,468201,247391,1,17,43,56,80,0.101001,0.36321,0,0.004055,0.492072,0,0.022211,0.003228,0.000905,0.002182,0.008881,0,0.002254,10.11
Utah,45,2007,452007,78,70,378,14.3,15.4,1.114285714,0.897435897,116925,33624,2.70E+06,3.1,5.5,0.295966893,0.591814399,0.834124923,0.87315917,0.457897037,0.233814031,3.90E+07,25111,70112,1,24,56,54,0,0,0.819235,0.003613,0.011875,0.163628,0,0,0.000863,0.000684,0.000103,0,0,0,6.41
Vermont,46,2007,462007,87,74,89,14.3,13.8,1.175675676,0.850574713,24802,38669,620460,0.08,5.6,0.279992372,0.60593307,0.83607167,0.773860872,0.44729203,0.223033905,10074,32,457,0,100,100,67,0,0.807704,0,0,0.111032,0.000324,0,0.001805,0.001341,0,0,0,0,0.077794,12.04
Virginia,47,2007,472007,86,99,880,11.4,11.2,0.868686869,1.151162791,389984,43927,7.70E+06,0.95,5.6,0.309192955,0.566092968,0.849511564,0.898034871,0.447395235,0.191835284,4.70E+07,197290,63849,1,38,44,56,76,0.347987,0.452023,0,0.01593,0.13915,0,0,0.02676,0.009868,0.006087,0,-0.020677,0.022873,7.12
Washington,48,2007,482007,81,74,865,13.4,13,1.094594595,0.913580247,342684,42829,6.50E+06,1.46,5.6,0.313900411,0.570451021,0.844066441,0.952034235,0.460940689,0.215636805,1.30E+07,9920,19322,0,41,60,82,78,0.075788,0.079978,0,0.736789,0.068113,0,0.022785,0.000346,0.001648,0.000583,0.00312,0.000416,0.010434,6.37
West Virginia,49,2007,492007,83,81,300,16.6,15.9,1.024691358,0.975903614,58428,2.92E+04,1.80E+06,0.22,6.1,0.237701997,0.634228349,0.793946326,0.556230664,0.406535894,0.214998335,8.70E+07,353352,138991,1,0,74,53,0,0,0.977997,0,0.013354,0.004139,0,0.001784,0.002128,0,5.00E-06,0.000593,0,0,5.34
Wisconsin,50,2007,502007,84,80,729,13,12.7,1.05,0.952380952,244426,37675,5.60E+06,0.54,6.3,0.276647598,0.579982698,0.816863716,0.761295319,0.432707131,0.225001767,5.00E+07,177253,70402,0,29,58,67,78,0.203663,0.631454,0,0.023917,0.102361,0,0.001724,0.015987,0.006865,0.001645,0,0,0.012385,8.48
Wyoming,51,2007,512007,79,79,101,19.3,19.7,1,1,36703,45770,523414,2.06,7.1,0.377516836,0.636779547,0.927249253,1.359010577,0.542771399,0.298611671,4.60E+07,83279,77121,1,0,71,59,0,0,0.945069,0,0.015984,0.013017,0,0.016542,0.001035,0,0.001513,0.006839,0,0,5.29
Alabama,1,2008,12008,85,79,604,13,12.7,1.075949367,0.929411765,173251,33715,4.70E+06,0.85,5.8,0.271804035,0.644988179,0.854192615,0.734381616,0.450354069,0.211619183,8.30E+07,363916,110734,1,18,51,49,0,0.267311,0.511446,0,0.042066,0.153307,0,0,0.0014,0.000231,0.000056,0.001397,0,0.022785,8.59
Alaska,2,2008,22008,86,75,169,24.6,24.2,1.146666667,0.872093023,5.48E+04,45021,688125,0.85,3,0.267613679,0.562505126,0.819743395,0.678710818,0.407693833,0.174433187,4.40E+06,3525,14733,1,65,77,79,0,0,0.091205,0,0.172964,0.590785,0,1.00E-05,0.144345,0.000691,0,0,0,0,14.74
Arizona,3,2008,32008,90,75,972,15,15,1.2,0.833333333,259058,35772,6.50E+06,2.16,3.1,0.2873469,0.602086842,0.8448506,0.809668362,0.452296495,0.200548604,5.90E+07,43959,73401,1,27,64,60,82,0.244858,0.366989,0,0.060991,0.324985,0.000123,0,0.000434,0.000192,0,0,0.000791,0.000636,9.11
Arkansas,4,2008,42008,82,69,447,15.7,15.6,1.188405797,0.841463415,107854,32377,2.90E+06,0.9,3.1,0.263969928,0.667410553,0.845302999,0.707141995,0.447563678,0.219798774,3.10E+07,78446,40499,1,0,70,55,0,0.257365,0.474376,0,0.084655,0.153696,0,0,0.001156,0.00085,0.000407,0,0.000864,0.026631,7.6
California,5,2008,52008,100,89,3775,10.3,10.3,1.123595506,0.89,2.00E+06,43608,3.70E+07,0.98,3.3,0.333090752,0.626426518,0.918291271,1.048217893,0.493821234,0.195347816,6.30E+07,3840,82493,0,29,63,69,80,0.156177,0.010964,0.061942,0.116008,0.576927,0.003224,0.025891,0.008374,0.011356,0.002742,0.008101,0.001545,0.016749,12.49
Colorado,6,2008,62008,91,75,803,16.3,16,1.213333333,0.824175824,254760,43377,4.90E+06,1.92,3.30E+00,0.305399895,0.583579838,0.857910812,0.899224162,0.454594791,0.187935114,4.20E+07,54883,62683,0,46,74,86,83,0,0.651694,0,0.03816,0.252378,0.000343,0.060268,0.000358,0.000844,0.000614,0,-0.004661,2.50E-06,8.59
Connecticut,7,2008,72008,85,74,315,9,8.6,1.148648649,0.870588235,236060,56080,3.50E+06,0.41,3.7,0.394898981,0.624351621,0.963056505,1.405383587,0.540679514,0.199057505,9.50E+06,3872,7457,0,32,79,58,78,0.507505,0.144251,0,0.01829,0.265373,0,0,0.016898,0.024068,0.023339,0,0.000223,0.000054,17.8
Delaware,8,2008,82008,87,80,109,12.5,12.1,1.0875,0.91954023,54156,41398,876211,1.31,3.9,0.280284047,0.558923542,0.812574208,0.759807646,0.424872667,0.185660377,6.60E+06,31980,11449,0,0,84,68,0,0,0.70003,0,0,0.184349,0,0,0.029131,0.021714,0.001454,0.063322,0,0,12.38
District of Columbia,9,2008,92008,97,92,43,7.3,7.1,1.054347826,0.948453608,101571,69759,590074,0.62,4,0.376280248,0.602528751,0.932415307,1.293299794,0.523892641,0.184912682,69856,258,180,0,83,56,63,83,0,0,0,0,0,0,0,1,0,0,0,0,0,13.18
Florida,10,2008,102008,91,80,2740,14.9,14,1.1375,0.879120879,753012,39709,1.80E+07,0.8,4,0.336902797,0.684999228,0.94091934,1.11379528,0.528644264,0.245327711,1.20E+08,270924,170217,0,21,58,53,86,0.146302,0.295139,0,0.000939,0.470609,0,0,0.054502,0.010627,0.012872,0.000045,0,0.008964,10.74
Georgia,11,2008,112008,90,80,981,10.1,10.2,1.125,0.888888889,408682,35761,9.70E+06,1.72,4.1,0.290247232,0.648755252,0.886069715,0.820109129,0.471902698,0.202022791,9.00E+07,535658,118859,1,17,52,76,81,0.232726,0.627812,0,0.015749,0.098613,0,0,0.005446,0.000894,0.000377,0,-0.001152,0.019536,8.84
Hawaii,12,2008,122008,88,76,133,10.3,10.1,1.157894737,0.863636364,66423,41447,1.30E+06,0.83,4.2,0.266964644,0.570619583,0.806921959,0.695624232,0.420716286,0.191333815,9.00E+06,21284,21618,0,33,83,86,0,0,0.144826,0.020598,0.007414,0,1.60E-06,0.021098,0.762099,0.026583,0.013989,0.003391,0,0,29.2
Idaho,13,2008,132008,91,60,252,16.5,16.7,1.516666667,0.659340659,55787,32819,1.50E+06,1.89,4.3,0.266499341,0.634160936,0.843085468,0.718847156,0.440950215,0.213149831,1.00E+06,6296,3197,1,29,76,69,0,0,0.007556,0.007146,0.782128,0.141978,0,0.017332,1.00E-05,0,0.005807,0,0,0.038043,5.69E+00
Illinois,14,2008,142008,94,79,1198,9.3,9.2,1.189873418,0.840425532,642245,43327,1.30E+07,0.5,4.40E+00,0.321329057,0.612948775,0.889155865,0.998893082,0.482493371,0.204337016,1.10E+08,344637,121493,0,23,73,73,85,0.47701,0.484492,0,0.000695,0.021355,0,0.011716,0.000716,0.003496,0.000248,0.00027,0,3.10E-06,9.23
Indiana,15,2008,152008,90,74,809,12.7,12.6,1.216216216,0.822222222,274593,34963,6.40E+06,0.66,4.4,0.254298687,0.59879005,0.815480053,0.635194182,0.417141974,0.194358096,1.20E+08,554815,190611,0,28,86,78,83,0,0.942289,0,0.003373,0.028077,0,0.00184,0.001376,0.002108,0.002746,0.01819,0,0,7.09
Iowa,16,2008,162008,89,72,380,12.7,12.6,1.236111111,0.808988764,135907,3.95E+04,3.00E+06,0.51,4.50E+00,0.251232147,0.566243112,0.789744616,0.619414151,0.404555887,0.186989844,4.60E+07,153508,71469,0,27,95,63,0,0.099501,0.761208,0,0.015428,0.040748,0,0.076927,0.003035,0.003151,2.40E-07,0,0,9.20E-07,6.89
Kansas,17,2008,172008,90,72,337,12,12,1.25,0.8,124215,40610,2.80E+06,0.79,4.5,0.281004786,0.596371949,0.839114606,0.778371871,0.442980379,0.199238911,3.70E+07,87001,49330,1,20,62,75,89,0.182224,0.729209,0,0.000227,0.047817,0,0.037731,0.002792,0,0,0,0,0,7.45
Kentucky,18,2008,182008,85,68,612,14.3,14,1.25,0.8,159051,32855,4.30E+06,0.74,4.5,0.252839416,0.630896151,0.825508833,0.633292139,0.425384432,0.200064197,9.40E+07,316710,145815,1,23,88,66,79,0,0.936209,0,0.019593,0.010001,0,0,0.029372,0.001113,0.000089,0.000039,0,0.003584,6.26
Louisiana,19,2008,192008,87,87,532,12.1,12.1,1,1,217554,37814,4.50E+06,1.72,4.8,0.291538328,0.659363031,0.884813249,0.845359504,0.474035233,0.218868569,5.50E+07,92639,74034,1,14,53,45,0,0.166257,0.260673,0,0.011513,0.490458,0,0,0.024932,0.000767,0.00495,0.011909,0,0.028542,9.44
Maine,20,2008,202008,77,61,181,13.7,12.8,1.262295082,0.792207792,50149,36661,1.30E+06,0.18,4.8,0.24772571,0.600413859,0.801560402,0.602412999,0.412132323,0.190291107,5.30E+06,26230,10740,0,55,85,58,0,0,0.020579,0,0.260744,0.431685,0,0.007699,0.031178,0.01508,0.018434,0,0,0.2146,13.8
Maryland,21,2008,212008,95,87,507,9,8.8,1.091954023,0.915789474,299239,49778,5.70E+06,0.43,4.8,0.300921053,0.546802044,0.832813203,0.856185615,0.424376786,0.166324869,2.90E+07,225523,41313,0,41,63,77,80,0.309932,0.574698,0,0.041682,0.039023,0,0,0.008569,0.008758,0.006031,0.007133,0,0.004174,13.01
Massachusetts,22,2008,222008,93,76,509,7.8,7.5,1.223684211,0.817204301,385730,51515,6.50E+06,0.68,4.9,0.341667801,0.593943357,0.897517383,1.098068595,0.482649475,0.185915291,2.20E+07,44031,18928,0,39,63,71,89,0.138068,0.250055,0,0.027192,0.506157,1.90E-06,0.000086,0.049594,0.026562,0.018184,0,-0.018783,0.002884,16.23
Michigan,23,2008,232008,92,75,1180,11.8,11.6,1.226666667,0.815217391,387299,35594,1.00E+07,-0.48,4.9,0.264002472,0.612598836,0.846204937,0.67671895,0.430501044,0.192564175,7.70E+07,347514,115128,0,25,81,68,91,0.273802,0.607492,0,0.011865,0.083503,0,0.001228,0.003979,0.006431,0.002487,0.002299,-0.007962,0.014875,8.93
Minnesota,24,2008,242008,93,73,596,11.4,11.1,1.273972603,0.784946237,265086,43074,5.20E+06,0.76,5,0.288997203,0.571339607,0.8307634,0.816913784,0.43824929,0.188463718,3.70E+07,85964,69423,0,32,81,100,78,0.237327,0.579863,0,0.013276,0.052331,0,0.079517,0.004229,0.01408,0.005649,0.000484,0,0.013243,7.79
Mississippi,25,2008,252008,79,71,409,13.9,14,1.112676056,0.898734177,94790,30672,2.90E+06,0.63,5.3,0.249376684,0.696294188,0.836976886,0.624274552,0.440623879,0.21225588,2.60E+07,69216,42082,1,0,47,48,0,0.194931,0.346088,0,0,0.427489,0,0,0.001582,0.000105,0.000208,0.000839,0,0.028757,8.99
Missouri,26,2008,262008,90,75,779,13.2,13,1.2,0.833333333,249829,37401,6.00E+06,0.79,5.3,0.277226239,0.61924386,0.846922398,0.766088009,0.447674274,0.209361732,7.80E+07,253211,82881,0,21,61,76,84,0.103029,0.807785,0,0.022485,0.057082,0,0.002234,0.000631,0.000452,0.000266,0.000028,0.005991,0.000018,6.84
Montana,27,2008,272008,89,63,203,21,20.6,1.412698413,0.707865169,36582,34699,968035,1.13,5.4,0.264705539,0.656008422,0.854934871,0.709148109,0.444642544,0.214051783,2.00E+07,22196,27722,0,52,77,73,0,0,0.618532,0,0.3374,0.002215,0,0.020013,0.014143,0,0.003758,0.000195,0,0.003744,7.72
Nebraska,28,2008,282008,85,74,191,10.7,10.7,1.148648649,0.870588235,85458,40534,1.80E+06,0.68,5.4,0.273487508,0.59720856,0.828382075,0.749708891,0.435883284,0.207609579,2.20E+07,69512,41149,1,18,68,78,0,0.292802,0.663498,0,0.010702,0.023429,0,0.006616,0.00107,0.001882,0,0,0,0,6.58
Nevada,29,2008,292008,79,68,528,20.3,20.2,1.161764706,0.860759494,130043,39911,2.60E+06,1.87,5.4,0.328984529,0.623039007,0.883158386,1.07308507,0.496949345,0.244522631,1.80E+07,8503,21612,0,19,59,59,0,0,0.222638,0.039408,0.049889,0.683156,0.004446,0,0.000407,0,0,0.000057,0,0,9.89
New Hampshire,30,2008,302008,80,63,179,13.6,13.1,1.26984127,0.7875,59709,44384,1.30E+06,0.34,5.4,0.289292663,0.56457907,0.832464933,0.809757471,0.430737942,0.184055611,6.80E+06,33778,6234,0,44,68,66,0,0.408721,0.15084,0,0.071392,0.309191,0,0.000451,0.005957,0.006776,0.002538,0,0,0.044133,14.63
